id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
2409,34,67,44,Sandy,Paddy,13,7,19,Urea
2410,37,58,29,Sandy,Oil seeds,7,4,5,14-35-14
2411,30,71,52,Clayey,Wheat,20,1,5,14-35-14
2412,34,57,45,Black,Cotton,9,17,14,14-35-14
2413,32,65,36,Loamy,Maize,39,14,14,17-17-17
2414,26,56,28,Loamy,Pulses,6,14,7,14-35-14
2415,36,71,45,Loamy,Oil seeds,23,11,42,14-35-14
2416,34,56,28,Sandy,Oil seeds,8,7,42,20-20
2417,35,56,43,Red,Barley,24,9,8,28-28
2418,30,66,36,Red,Ground Nuts,36,17,26,14-35-14
2419,26,55,60,Black,Sugarcane,32,12,32,10-26-26
2420,32,60,47,Sandy,Wheat,22,6,9,Urea
2421,30,58,43,Black,Ground Nuts,33,14,9,17-17-17
2422,30,53,25,Black,Oil seeds,42,1,20,28-28
2423,38,58,50,Sandy,Millets,32,16,14,10-26-26
2424,26,68,36,Black,Oil seeds,7,9,7,10-26-26
2425,26,71,32,Sandy,Paddy,9,17,27,17-17-17
2426,31,68,41,Loamy,Paddy,32,2,39,10-26-26
2427,31,66,35,Sandy,Maize,17,11,39,17-17-17
2428,27,54,52,Loamy,Wheat,37,8,33,Urea
2429,32,57,41,Loamy,Wheat,18,0,18,20-20
2430,38,64,29,Clayey,Pulses,14,18,18,DAP
2431,30,57,50,Red,Millets,9,12,19,14-35-14
2432,38,51,31,Sandy,Sugarcane,11,12,39,10-26-26
2433,37,64,32,Sandy,Cotton,18,3,26,28-28
2434,35,64,43,Red,Paddy,38,14,31,10-26-26
2435,25,66,33,Black,Maize,40,10,35,28-28
2436,35,65,63,Red,Ground Nuts,28,11,29,17-17-17
2437,29,67,41,Black,Wheat,33,13,27,10-26-26
2438,36,61,59,Clayey,Millets,11,19,27,17-17-17
2439,38,72,30,Sandy,Cotton,18,0,27,20-20
2440,29,70,56,Black,Sugarcane,15,1,41,20-20
2441,25,70,47,Red,Tobacco,16,19,18,20-20
2442,38,63,52,Loamy,Barley,23,1,8,10-26-26
2443,33,62,44,Clayey,Paddy,5,12,11,14-35-14
2444,30,61,45,Sandy,Maize,30,10,24,14-35-14
2445,36,71,52,Clayey,Sugarcane,10,2,34,Urea
2446,30,67,47,Sandy,Paddy,29,16,9,28-28
2447,25,72,39,Loamy,Barley,17,10,41,DAP
2448,28,60,49,Sandy,Wheat,37,4,39,14-35-14
2449,34,72,40,Black,Millets,31,6,23,17-17-17
2450,34,52,33,Black,Cotton,4,19,30,17-17-17
2451,32,55,65,Red,Paddy,34,9,7,10-26-26
2452,33,59,35,Red,Cotton,17,11,34,Urea
2453,32,68,26,Sandy,Maize,7,14,3,28-28
2454,29,50,36,Red,Maize,15,6,29,17-17-17
2455,35,63,33,Clayey,Paddy,38,16,28,14-35-14
2456,28,68,26,Sandy,Paddy,10,12,24,DAP
2457,38,72,37,Clayey,Tobacco,28,1,16,20-20
2458,33,58,33,Black,Tobacco,11,11,32,10-26-26
2459,28,52,57,Loamy,Oil seeds,10,11,23,20-20
2460,34,59,30,Black,Cotton,37,4,35,10-26-26
2461,27,52,25,Red,Pulses,8,7,17,20-20
2462,30,52,56,Black,Millets,7,14,35,14-35-14
2463,25,66,41,Loamy,Maize,21,2,17,17-17-17
2464,35,57,45,Clayey,Oil seeds,38,16,26,28-28
2465,32,51,38,Clayey,Barley,27,13,27,Urea
2466,33,71,54,Clayey,Cotton,40,8,32,20-20
2467,32,62,38,Clayey,Barley,13,7,1,20-20
2468,25,60,27,Clayey,Sugarcane,38,2,15,17-17-17
2469,34,68,46,Clayey,Sugarcane,15,5,33,10-26-26
2470,31,50,37,Loamy,Paddy,42,18,3,20-20
2471,31,60,28,Black,Maize,26,4,13,17-17-17
2472,26,61,44,Loamy,Paddy,16,3,42,28-28
2473,25,59,56,Sandy,Maize,36,13,32,DAP
2474,33,54,62,Loamy,Pulses,16,17,15,10-26-26
2475,28,51,47,Sandy,Millets,33,7,3,28-28
2476,26,62,58,Red,Sugarcane,42,6,7,20-20
2477,26,64,40,Red,Ground Nuts,36,17,42,28-28
2478,37,70,55,Red,Paddy,42,16,31,DAP
2479,26,69,41,Loamy,Oil seeds,40,3,31,14-35-14
2480,38,65,37,Red,Pulses,38,9,24,20-20
2481,27,65,25,Sandy,Cotton,7,11,0,10-26-26
2482,32,53,44,Clayey,Ground Nuts,32,17,37,10-26-26
2483,38,54,26,Red,Sugarcane,21,0,31,28-28
2484,29,71,43,Loamy,Paddy,21,11,25,DAP
2485,26,52,50,Sandy,Barley,11,18,34,10-26-26
2486,33,63,61,Loamy,Paddy,4,19,19,10-26-26
2487,37,55,30,Sandy,Tobacco,34,8,28,DAP
2488,32,65,58,Sandy,Oil seeds,39,2,6,10-26-26
2489,25,72,64,Black,Pulses,12,7,27,28-28
2490,36,55,30,Sandy,Wheat,16,4,28,10-26-26
2491,26,57,27,Loamy,Paddy,12,3,28,20-20
2492,37,70,26,Clayey,Ground Nuts,7,5,0,14-35-14
2493,30,56,58,Loamy,Tobacco,34,0,38,Urea
2494,25,51,61,Black,Sugarcane,40,17,15,20-20
2495,35,70,28,Red,Ground Nuts,25,13,24,17-17-17
2496,33,69,29,Clayey,Paddy,23,5,28,28-28
2497,35,55,34,Red,Maize,42,17,18,DAP
2498,38,55,65,Black,Sugarcane,31,2,42,28-28
2499,33,72,46,Clayey,Cotton,30,5,13,17-17-17
2500,30,52,65,Clayey,Oil seeds,25,11,38,10-26-26
2501,35,52,50,Clayey,Barley,38,6,20,17-17-17
2502,33,61,28,Clayey,Wheat,42,9,23,Urea
2503,30,53,59,Sandy,Pulses,7,9,23,10-26-26
2504,35,60,65,Black,Pulses,40,19,1,20-20
2505,28,72,30,Red,Pulses,19,3,9,14-35-14
2506,30,57,45,Black,Paddy,36,1,32,28-28
2507,30,70,33,Loamy,Barley,35,15,17,17-17-17
2508,34,53,27,Loamy,Wheat,8,0,29,DAP
2509,31,66,30,Sandy,Pulses,37,2,16,14-35-14
2510,29,52,59,Red,Sugarcane,33,0,13,20-20
2511,34,61,31,Clayey,Pulses,8,3,22,20-20
2512,27,54,43,Sandy,Maize,10,10,25,10-26-26
2513,35,56,33,Loamy,Paddy,24,12,22,20-20
2514,30,58,58,Clayey,Wheat,12,10,13,Urea
2515,31,69,61,Loamy,Paddy,20,3,6,10-26-26
2516,31,71,33,Red,Oil seeds,8,6,26,Urea
2517,26,69,38,Sandy,Paddy,5,18,42,14-35-14
2518,32,65,45,Red,Maize,18,1,23,20-20
2519,28,67,25,Loamy,Barley,5,19,0,28-28
2520,36,65,60,Red,Pulses,15,2,12,10-26-26
2521,37,68,47,Red,Sugarcane,9,10,26,17-17-17
2522,36,65,35,Black,Wheat,11,3,38,10-26-26
2523,27,56,52,Loamy,Paddy,22,1,6,10-26-26
2524,33,61,36,Sandy,Ground Nuts,27,16,18,28-28
2525,25,62,34,Clayey,Wheat,36,8,21,Urea
2526,36,69,56,Red,Sugarcane,28,10,21,17-17-17
2527,36,50,64,Clayey,Paddy,40,18,7,Urea
2528,31,60,33,Red,Pulses,33,10,13,17-17-17
2529,30,68,59,Red,Wheat,41,15,42,20-20
2530,30,50,32,Red,Paddy,8,11,35,Urea
2531,31,72,33,Red,Sugarcane,11,14,27,20-20
2532,28,53,35,Sandy,Tobacco,5,2,41,20-20
2533,30,57,27,Clayey,Ground Nuts,24,11,39,DAP
2534,25,68,42,Red,Pulses,36,0,4,DAP
2535,34,51,45,Loamy,Ground Nuts,40,6,31,14-35-14
2536,31,62,56,Sandy,Pulses,18,9,23,10-26-26
2537,37,64,35,Loamy,Pulses,11,3,11,Urea
2538,25,67,26,Black,Tobacco,4,0,31,DAP
2539,26,69,57,Black,Sugarcane,37,6,28,Urea
2540,27,54,46,Red,Pulses,13,15,15,Urea
2541,31,67,57,Black,Maize,42,10,34,14-35-14
2542,25,52,51,Red,Millets,38,9,40,14-35-14
2543,36,68,61,Red,Tobacco,8,4,1,DAP
2544,30,60,48,Clayey,Oil seeds,12,8,20,20-20
2545,32,70,41,Red,Ground Nuts,25,15,33,10-26-26
2546,33,64,44,Black,Wheat,21,11,20,20-20
2547,36,64,62,Black,Paddy,16,11,16,DAP
2548,38,50,48,Red,Maize,6,0,16,14-35-14
2549,37,72,41,Clayey,Pulses,10,11,37,Urea
2550,27,63,43,Black,Wheat,37,10,21,10-26-26
2551,30,70,35,Loamy,Millets,24,1,30,28-28
2552,32,51,44,Red,Tobacco,29,5,23,28-28
2553,36,72,47,Sandy,Tobacco,39,3,6,14-35-14
2554,28,61,34,Loamy,Paddy,5,18,36,28-28
2555,28,57,48,Black,Tobacco,35,12,27,Urea
2556,33,54,27,Sandy,Sugarcane,33,18,41,28-28
2557,33,66,29,Clayey,Pulses,20,5,7,20-20
2558,27,68,39,Sandy,Ground Nuts,27,1,4,Urea
2559,29,61,46,Red,Tobacco,33,5,36,10-26-26
2560,26,52,60,Clayey,Cotton,25,4,9,14-35-14
2561,33,54,55,Red,Oil seeds,6,6,15,Urea
2562,25,62,36,Black,Sugarcane,23,9,0,Urea
2563,27,62,51,Clayey,Millets,31,1,7,10-26-26
2564,33,72,38,Loamy,Wheat,15,10,26,17-17-17
2565,33,51,59,Clayey,Sugarcane,25,3,40,10-26-26
2566,38,71,29,Sandy,Barley,11,3,0,14-35-14
2567,35,59,36,Sandy,Maize,32,2,19,10-26-26
2568,34,65,61,Sandy,Cotton,25,5,22,20-20
2569,27,54,56,Loamy,Paddy,37,10,10,20-20
2570,25,63,46,Loamy,Cotton,27,10,22,20-20
2571,32,66,34,Sandy,Tobacco,27,11,26,20-20
2572,36,63,58,Sandy,Sugarcane,8,11,34,14-35-14
2573,25,61,35,Sandy,Cotton,34,7,32,17-17-17
2574,38,58,56,Loamy,Tobacco,6,17,13,DAP
2575,25,71,26,Red,Pulses,29,15,17,Urea
2576,25,58,60,Clayey,Oil seeds,5,1,16,14-35-14
2577,28,54,51,Red,Oil seeds,14,19,8,20-20
2578,32,57,60,Sandy,Millets,35,5,42,14-35-14
2579,33,50,43,Sandy,Cotton,13,19,9,20-20
2580,26,59,56,Red,Maize,27,10,1,17-17-17
2581,34,55,33,Sandy,Millets,13,7,21,20-20
2582,38,59,27,Sandy,Paddy,8,6,13,Urea
2583,32,68,36,Red,Pulses,13,6,9,28-28
2584,30,68,44,Black,Maize,9,5,3,Urea
2585,29,50,58,Loamy,Maize,28,8,38,20-20
2586,32,68,48,Red,Sugarcane,13,2,30,17-17-17
2587,25,63,44,Red,Millets,26,2,16,17-17-17
2588,25,57,60,Loamy,Pulses,12,8,5,10-26-26
2589,34,71,25,Loamy,Paddy,21,13,7,28-28
2590,26,69,53,Clayey,Barley,42,2,14,17-17-17
2591,37,67,48,Clayey,Paddy,19,16,40,20-20
2592,34,66,59,Loamy,Ground Nuts,29,4,0,17-17-17
2593,33,54,50,Clayey,Sugarcane,15,7,6,28-28
2594,29,50,50,Red,Tobacco,35,13,5,DAP
2595,33,65,61,Clayey,Ground Nuts,29,19,16,14-35-14
2596,30,54,63,Clayey,Sugarcane,4,7,8,10-26-26
2597,27,59,59,Sandy,Barley,28,16,35,Urea
2598,25,59,29,Red,Maize,14,16,22,10-26-26
2599,33,58,29,Sandy,Millets,31,17,13,20-20
2600,35,61,57,Loamy,Oil seeds,33,6,20,DAP
2601,32,72,45,Loamy,Ground Nuts,8,18,26,Urea
2602,38,65,29,Black,Paddy,39,4,27,20-20
2603,30,65,41,Black,Paddy,39,17,28,Urea
2604,30,52,41,Black,Millets,24,9,2,DAP
2605,32,68,41,Sandy,Paddy,33,7,24,14-35-14
2606,37,58,64,Red,Oil seeds,15,11,20,28-28
2607,32,71,56,Clayey,Sugarcane,15,9,20,28-28
2608,36,51,55,Clayey,Paddy,24,16,19,17-17-17
2609,27,53,52,Clayey,Barley,5,12,2,10-26-26
2610,27,69,34,Red,Millets,23,0,2,17-17-17
2611,34,64,48,Red,Paddy,4,14,30,14-35-14
2612,36,57,54,Sandy,Barley,21,1,8,10-26-26
2613,31,64,53,Red,Tobacco,27,13,42,20-20
2614,30,55,64,Loamy,Barley,17,0,37,17-17-17
2615,28,64,60,Sandy,Oil seeds,6,18,16,DAP
2616,38,56,35,Clayey,Maize,27,17,25,20-20
2617,29,51,43,Black,Cotton,10,6,40,10-26-26
2618,30,67,64,Loamy,Millets,38,3,40,20-20
2619,32,57,64,Clayey,Millets,25,15,13,20-20
2620,30,54,46,Clayey,Sugarcane,35,11,41,17-17-17
2621,29,68,34,Loamy,Oil seeds,6,6,27,10-26-26
2622,34,65,35,Black,Barley,6,12,23,17-17-17
2623,27,66,37,Sandy,Barley,16,6,3,Urea
2624,30,52,39,Sandy,Cotton,5,18,12,14-35-14
2625,29,60,65,Clayey,Maize,6,3,1,17-17-17
2626,37,65,25,Clayey,Oil seeds,35,6,23,20-20
2627,35,71,43,Clayey,Millets,32,12,35,DAP
2628,26,56,43,Black,Paddy,29,3,31,14-35-14
2629,27,55,60,Sandy,Paddy,37,7,7,Urea
2630,28,68,55,Clayey,Cotton,39,0,16,DAP
2631,34,60,50,Red,Barley,32,16,1,Urea
2632,37,53,54,Sandy,Wheat,16,6,25,DAP
2633,36,59,25,Red,Ground Nuts,21,4,23,28-28
2634,26,64,54,Sandy,Paddy,42,6,23,14-35-14
2635,34,52,47,Clayey,Maize,27,14,10,20-20
2636,31,65,36,Loamy,Maize,30,16,20,17-17-17
2637,35,55,51,Loamy,Pulses,16,9,33,20-20
2638,31,55,28,Clayey,Sugarcane,16,4,28,14-35-14
2639,27,50,61,Sandy,Pulses,39,4,4,28-28
2640,31,56,45,Loamy,Millets,18,5,23,Urea
2641,31,71,51,Clayey,Ground Nuts,33,19,15,28-28
2642,29,69,38,Clayey,Sugarcane,30,6,6,20-20
2643,27,66,39,Sandy,Maize,19,19,6,Urea
2644,31,51,38,Clayey,Cotton,9,14,8,10-26-26
2645,28,51,33,Red,Maize,33,0,5,10-26-26
2646,29,64,57,Loamy,Millets,6,11,15,14-35-14
2647,26,69,50,Black,Maize,36,7,18,28-28
2648,25,63,61,Red,Tobacco,34,8,32,17-17-17
2649,33,50,64,Loamy,Tobacco,26,19,16,17-17-17
2650,27,60,65,Black,Maize,38,17,33,28-28
2651,34,51,59,Red,Sugarcane,21,6,5,28-28
2652,38,64,43,Black,Oil seeds,4,6,25,14-35-14
2653,35,53,54,Black,Paddy,14,5,7,DAP
2654,26,58,65,Loamy,Sugarcane,24,8,12,Urea
2655,28,53,58,Clayey,Wheat,42,13,42,17-17-17
2656,31,72,38,Sandy,Maize,41,19,4,DAP
2657,29,51,34,Sandy,Wheat,16,12,34,Urea
2658,27,59,46,Black,Cotton,22,18,17,10-26-26
2659,28,57,60,Black,Ground Nuts,27,11,20,10-26-26
2660,38,54,63,Clayey,Ground Nuts,17,7,24,14-35-14
2661,28,57,45,Sandy,Oil seeds,13,17,39,14-35-14
2662,30,64,34,Black,Maize,25,6,11,17-17-17
2663,29,52,55,Clayey,Oil seeds,19,8,21,Urea
2664,27,61,61,Sandy,Ground Nuts,10,14,17,28-28
2665,28,55,51,Clayey,Barley,39,9,16,14-35-14
2666,25,63,26,Clayey,Wheat,4,12,39,20-20
2667,31,72,55,Red,Barley,33,8,24,17-17-17
2668,30,54,62,Red,Paddy,17,6,23,DAP
2669,30,59,27,Red,Cotton,24,2,24,10-26-26
2670,33,58,47,Red,Wheat,17,1,13,17-17-17
2671,26,57,63,Loamy,Oil seeds,14,4,38,20-20
2672,35,53,39,Loamy,Maize,17,16,12,17-17-17
2673,29,71,25,Loamy,Pulses,16,13,24,14-35-14
2674,29,58,55,Loamy,Maize,15,14,10,14-35-14
2675,31,65,42,Loamy,Barley,20,18,17,10-26-26
2676,36,57,62,Loamy,Barley,26,3,40,DAP
2677,31,54,31,Clayey,Maize,18,2,36,20-20
2678,38,63,37,Sandy,Pulses,24,10,25,10-26-26
2679,29,50,54,Black,Tobacco,38,12,6,DAP
2680,33,56,31,Loamy,Tobacco,41,9,36,Urea
2681,26,53,65,Red,Paddy,29,7,30,17-17-17
2682,38,63,25,Sandy,Cotton,8,16,33,17-17-17
2683,27,71,36,Black,Tobacco,13,5,9,28-28
2684,28,58,56,Loamy,Wheat,34,8,1,20-20
2685,32,55,30,Black,Wheat,6,19,32,20-20
2686,27,61,43,Sandy,Maize,22,7,6,10-26-26
2687,34,60,63,Loamy,Maize,11,3,16,20-20
2688,32,61,43,Sandy,Paddy,39,0,27,Urea
2689,26,58,63,Clayey,Ground Nuts,5,13,38,10-26-26
2690,29,58,65,Black,Ground Nuts,4,19,31,DAP
2691,31,66,50,Loamy,Ground Nuts,30,1,24,10-26-26
2692,37,65,53,Loamy,Tobacco,31,0,1,14-35-14
2693,36,64,44,Black,Sugarcane,6,14,22,10-26-26
2694,28,66,33,Red,Barley,29,16,6,17-17-17
2695,26,70,58,Loamy,Wheat,25,15,26,10-26-26
2696,38,52,27,Black,Oil seeds,18,18,18,10-26-26
2697,32,59,42,Loamy,Cotton,18,5,39,28-28
2698,32,56,33,Clayey,Cotton,41,1,16,17-17-17
2699,26,67,34,Black,Paddy,23,14,27,20-20
2700,36,67,35,Red,Paddy,24,14,32,14-35-14
2701,31,68,49,Black,Oil seeds,30,4,27,10-26-26
2702,38,66,47,Sandy,Maize,35,10,7,20-20
2703,31,62,32,Sandy,Cotton,30,6,24,28-28
2704,37,51,29,Sandy,Sugarcane,11,1,4,10-26-26
2705,32,72,65,Sandy,Maize,13,1,10,Urea
2706,32,59,45,Black,Cotton,17,15,32,28-28
2707,35,51,30,Red,Ground Nuts,36,12,26,10-26-26
2708,28,71,45,Red,Maize,32,8,23,10-26-26
2709,37,53,60,Loamy,Ground Nuts,36,18,41,28-28
2710,29,62,61,Loamy,Barley,19,13,24,17-17-17
2711,31,62,46,Clayey,Barley,6,5,21,Urea
2712,32,56,43,Black,Barley,19,9,35,17-17-17
2713,29,55,26,Clayey,Tobacco,19,4,26,20-20
2714,38,72,27,Clayey,Wheat,12,15,28,14-35-14
2715,27,55,35,Sandy,Pulses,35,0,30,Urea
2716,36,56,35,Sandy,Cotton,34,0,23,17-17-17
2717,35,69,64,Sandy,Oil seeds,17,13,12,28-28
2718,27,63,29,Sandy,Maize,14,19,32,28-28
2719,36,54,41,Sandy,Ground Nuts,34,19,30,14-35-14
2720,29,54,56,Red,Paddy,13,2,33,Urea
2721,28,65,25,Red,Tobacco,4,3,32,14-35-14
2722,37,66,29,Black,Sugarcane,13,2,29,20-20
2723,36,58,49,Loamy,Sugarcane,42,15,10,10-26-26
2724,35,64,53,Sandy,Cotton,34,3,4,14-35-14
2725,36,62,55,Red,Paddy,20,9,22,14-35-14
2726,28,63,60,Clayey,Millets,30,2,22,Urea
2727,32,72,34,Black,Paddy,5,3,29,DAP
2728,34,58,48,Sandy,Barley,24,16,29,20-20
2729,25,50,29,Black,Sugarcane,6,4,16,10-26-26
2730,28,67,32,Black,Paddy,42,1,32,20-20
2731,31,55,60,Loamy,Millets,15,17,0,14-35-14
2732,36,69,43,Sandy,Sugarcane,6,5,38,20-20
2733,33,61,59,Sandy,Tobacco,21,12,11,Urea
2734,38,63,29,Red,Barley,11,1,41,DAP
2735,33,52,33,Red,Ground Nuts,10,5,15,17-17-17
2736,34,62,30,Clayey,Maize,12,9,38,17-17-17
2737,36,71,50,Loamy,Wheat,25,13,7,Urea
2738,30,53,37,Clayey,Ground Nuts,41,17,30,14-35-14
2739,32,62,26,Clayey,Wheat,32,10,1,28-28
2740,25,58,46,Black,Barley,25,17,9,10-26-26
2741,29,54,38,Black,Ground Nuts,11,13,17,28-28
2742,35,60,47,Clayey,Wheat,7,1,29,DAP
2743,37,70,55,Clayey,Millets,16,12,14,17-17-17
2744,29,52,59,Red,Paddy,15,8,36,Urea
2745,29,55,37,Loamy,Pulses,20,18,17,20-20
2746,33,65,50,Red,Sugarcane,38,16,12,20-20
2747,32,58,47,Black,Ground Nuts,42,7,34,14-35-14
2748,30,59,65,Loamy,Millets,36,9,9,Urea
2749,25,67,48,Black,Wheat,12,19,35,17-17-17
2750,30,65,40,Loamy,Tobacco,18,4,8,14-35-14
2751,28,69,58,Sandy,Ground Nuts,37,17,31,20-20
2752,30,59,44,Black,Wheat,30,18,12,17-17-17
2753,25,52,65,Red,Paddy,17,16,0,DAP
2754,30,54,46,Clayey,Oil seeds,9,1,27,10-26-26
2755,33,66,47,Black,Pulses,42,5,42,20-20
2756,33,52,63,Black,Sugarcane,27,0,17,Urea
2757,32,52,54,Clayey,Pulses,30,0,8,28-28
2758,26,57,32,Clayey,Sugarcane,16,2,6,DAP
2759,36,61,61,Sandy,Maize,30,12,24,20-20
2760,29,57,35,Black,Sugarcane,9,4,41,20-20
2761,33,51,34,Black,Millets,29,2,26,DAP
2762,30,72,47,Black,Tobacco,32,3,15,Urea
2763,35,71,26,Black,Maize,20,8,38,10-26-26
2764,27,53,27,Loamy,Paddy,42,9,21,28-28
2765,35,60,63,Red,Maize,5,15,22,10-26-26
2766,27,68,51,Red,Cotton,34,17,40,Urea
2767,31,51,31,Sandy,Sugarcane,5,1,36,17-17-17
2768,29,55,56,Clayey,Pulses,4,18,30,Urea
2769,25,62,39,Black,Sugarcane,14,9,36,17-17-17
2770,37,65,28,Clayey,Wheat,5,8,38,10-26-26
2771,30,60,25,Loamy,Paddy,24,0,3,20-20
2772,36,61,30,Loamy,Sugarcane,12,13,7,Urea
2773,31,57,50,Clayey,Wheat,33,4,34,28-28
2774,34,61,29,Black,Barley,20,14,27,Urea
2775,33,71,54,Sandy,Sugarcane,8,4,29,10-26-26
2776,36,69,42,Sandy,Millets,4,9,13,28-28
2777,31,60,28,Loamy,Wheat,35,3,12,20-20
2778,37,71,54,Black,Paddy,9,7,7,14-35-14
2779,36,58,52,Red,Maize,33,1,8,28-28
2780,32,57,46,Red,Maize,26,12,1,14-35-14
2781,31,56,49,Black,Tobacco,38,16,37,DAP
2782,37,51,41,Loamy,Maize,30,3,39,28-28
2783,26,63,38,Red,Wheat,13,8,28,20-20
2784,32,56,30,Sandy,Tobacco,6,0,26,17-17-17
2785,30,61,39,Clayey,Millets,19,7,19,17-17-17
2786,27,59,44,Black,Oil seeds,15,7,3,Urea
2787,29,59,57,Red,Paddy,6,3,42,14-35-14
2788,35,70,58,Red,Wheat,42,15,32,17-17-17
2789,28,71,46,Red,Wheat,38,10,15,14-35-14
2790,27,53,38,Red,Paddy,13,18,18,14-35-14
2791,25,64,51,Loamy,Wheat,28,0,35,28-28
2792,33,55,27,Sandy,Ground Nuts,6,19,1,28-28
2793,29,72,47,Clayey,Barley,10,18,16,28-28
2794,38,51,61,Red,Millets,5,14,38,17-17-17
2795,27,71,34,Clayey,Sugarcane,14,6,10,28-28
2796,29,66,29,Red,Sugarcane,16,19,18,14-35-14
2797,30,67,48,Loamy,Barley,30,1,26,14-35-14
2798,34,50,33,Loamy,Maize,14,2,31,28-28
2799,35,56,46,Red,Wheat,18,7,26,Urea
2800,36,59,27,Red,Oil seeds,39,19,10,Urea
2801,32,51,52,Black,Wheat,9,17,36,17-17-17
2802,27,58,57,Red,Millets,14,6,21,28-28
2803,29,66,43,Sandy,Maize,16,14,23,Urea
2804,34,70,52,Red,Maize,10,3,26,10-26-26
2805,27,51,65,Sandy,Paddy,29,3,40,10-26-26
2806,27,61,53,Clayey,Oil seeds,40,15,9,28-28
2807,35,50,30,Loamy,Cotton,27,2,17,14-35-14
2808,29,50,50,Sandy,Paddy,40,11,3,10-26-26
2809,26,72,63,Loamy,Sugarcane,29,10,35,10-26-26
2810,32,61,37,Black,Millets,28,8,23,17-17-17
2811,30,52,45,Red,Oil seeds,22,13,21,14-35-14
2812,27,70,64,Clayey,Cotton,31,2,2,Urea
2813,32,55,52,Loamy,Cotton,38,8,20,10-26-26
2814,32,58,44,Sandy,Pulses,22,6,36,14-35-14
2815,35,64,57,Red,Oil seeds,35,5,26,28-28
2816,31,63,48,Black,Millets,40,17,42,14-35-14
2817,35,62,52,Clayey,Tobacco,6,6,16,10-26-26
2818,25,65,29,Sandy,Pulses,40,3,22,20-20
2819,28,65,25,Black,Wheat,10,16,4,Urea
2820,25,63,39,Clayey,Millets,25,3,39,17-17-17
2821,26,55,62,Black,Cotton,12,17,15,Urea
2822,30,51,40,Loamy,Paddy,29,17,18,Urea
2823,38,72,43,Sandy,Ground Nuts,19,17,37,20-20
2824,29,56,44,Sandy,Pulses,21,11,6,DAP
2825,26,57,56,Loamy,Paddy,12,3,24,17-17-17
2826,28,63,59,Black,Barley,20,14,21,20-20
2827,27,62,52,Sandy,Maize,28,0,23,10-26-26
2828,35,57,64,Red,Oil seeds,28,13,23,Urea
2829,34,60,46,Black,Wheat,31,10,33,17-17-17
2830,29,66,48,Sandy,Barley,35,2,24,17-17-17
2831,37,66,37,Sandy,Pulses,8,1,19,17-17-17
2832,33,60,48,Loamy,Sugarcane,19,19,35,17-17-17
2833,27,50,42,Clayey,Pulses,19,6,1,Urea
2834,29,50,34,Black,Paddy,18,6,4,DAP
2835,25,59,48,Loamy,Wheat,19,17,9,DAP
2836,28,66,30,Red,Millets,14,17,22,20-20
2837,38,58,65,Clayey,Millets,32,17,6,DAP
2838,34,64,60,Sandy,Cotton,39,3,9,28-28
2839,31,50,50,Red,Cotton,6,2,1,DAP
2840,36,58,55,Red,Oil seeds,17,2,24,Urea
2841,38,51,37,Black,Maize,36,19,20,DAP
2842,29,50,35,Black,Tobacco,7,5,3,28-28
2843,32,58,51,Red,Maize,19,17,12,28-28
2844,36,67,49,Black,Maize,4,13,5,DAP
2845,35,69,60,Loamy,Pulses,30,4,17,DAP
2846,38,59,53,Loamy,Paddy,19,11,20,DAP
2847,35,51,26,Loamy,Cotton,34,8,1,10-26-26
2848,31,60,44,Red,Paddy,14,15,27,17-17-17
2849,29,54,27,Loamy,Sugarcane,6,6,20,14-35-14
2850,34,53,28,Red,Tobacco,35,0,9,10-26-26
2851,27,67,31,Loamy,Wheat,16,6,21,Urea
2852,26,61,62,Loamy,Oil seeds,9,17,38,17-17-17
2853,30,69,38,Black,Cotton,26,2,42,20-20
2854,33,63,52,Clayey,Ground Nuts,36,4,34,10-26-26
2855,34,64,54,Black,Tobacco,28,12,38,10-26-26
2856,28,61,42,Red,Barley,14,0,8,17-17-17
2857,27,62,34,Loamy,Millets,6,14,34,17-17-17
2858,26,67,57,Sandy,Cotton,12,9,34,10-26-26
2859,33,69,53,Sandy,Barley,12,14,23,20-20
2860,27,50,27,Sandy,Paddy,19,6,37,10-26-26
2861,29,53,35,Loamy,Millets,8,1,3,28-28
2862,34,69,64,Clayey,Sugarcane,9,6,23,10-26-26
2863,35,69,60,Red,Millets,33,12,27,17-17-17
2864,26,57,37,Black,Maize,25,15,0,28-28
2865,35,60,43,Loamy,Wheat,15,7,21,DAP
2866,30,68,58,Black,Wheat,15,2,12,17-17-17
2867,38,52,43,Black,Ground Nuts,12,6,19,20-20
2868,38,55,42,Black,Barley,12,13,37,20-20
2869,38,51,63,Black,Ground Nuts,31,12,18,DAP
2870,28,65,51,Red,Wheat,5,0,36,14-35-14
2871,28,57,33,Sandy,Wheat,34,16,12,17-17-17
2872,27,53,30,Black,Oil seeds,11,19,1,17-17-17
2873,37,54,52,Black,Maize,33,2,22,28-28
2874,30,56,51,Clayey,Sugarcane,15,9,25,14-35-14
2875,34,54,65,Black,Cotton,26,4,35,10-26-26
2876,26,53,57,Loamy,Wheat,33,6,15,10-26-26
2877,36,71,65,Red,Oil seeds,21,19,27,Urea
2878,30,68,58,Loamy,Tobacco,16,1,3,14-35-14
2879,29,58,60,Clayey,Wheat,17,12,3,20-20
2880,27,71,49,Loamy,Tobacco,19,16,35,17-17-17
